Race,Race_Grade,Restrict,Mare Limited,Dirt,Course,Distance,Frame,Win,Quinella,Show,Age,Mare,Stallion,P_rank,P_popular,P_restrict,P_marelimit,Jockey_change,Change_from_P_Grass,Change_from_P_Dirt,Change_from_P_Hurdle,P_class_Class,Weight_P_Weight,Distance_P_distance,Week_distance,P_overseas
Leopard Stakes 2022,3,3,,1,Niigata,1800,five,,,1,3,,1,4,2,,,,,,,-2,,-2,3,
Leopard Stakes 2022,3,3,,1,Niigata,1800,six,,,,3,,1,1,1,,,1,,,,3,2,1,2,
Leopard Stakes 2022,3,3,,1,Niigata,1800,six,,,,3,,1,14,10,1,,,,1,,1,,-2,12,
Leopard Stakes 2022,3,3,,1,Niigata,1800,seven,,,,3,1,,1,5,,1,1,,,,3,2,1,2,
Leopard Stakes 2022,3,3,,1,Niigata,1800,seven,,,,3,1,,2,5,1,1,1,,,,-1,,-3,7,
Leopard Stakes 2022,3,3,,1,Niigata,1800,eight,,,,3,,1,1,2,,,,,,,3,2,4,6,
Leopard Stakes 2022,3,3,,1,Niigata,1800,eight,1,1,1,3,,1,1,5,,,1,,,,3,2,-2,5,
All Comers 2022,2,,,,Nakayama,2200,one,,1,1,5,,1,1,1,,,,,,,4,-1,,4,
All Comers 2022,2,,,,Nakayama,2200,two,1,1,1,4,1,,3,1,,,1,,,,1,,2,5,
All Comers 2022,2,,,,Nakayama,2200,three,,,1,5,1,,3,8,,,,,,,,,-3,16,
All Comers 2022,2,,,,Nakayama,2200,four,,,,4,,1,1,1,,,1,,,,1,1,2,41,
All Comers 2022,2,,,,Nakayama,2200,four,,,,5,,1,1,2,,,1,,,,1,,2,15,
All Comers 2022,2,,,,Nakayama,2200,five,,,,5,,1,16,5,1,,,,,,-1,-1,2,126,
All Comers 2022,2,,,,Nakayama,2200,five,,,,7,,,8,10,,,,,,,3,3,-4,2,
All Comers 2022,2,,,,Nakayama,2200,six,,,,5,1,,3,4,,,,,,,-1,-2,,12,
All Comers 2022,2,,,,Nakayama,2200,six,,,,8,,1,14,15,,,,,,,-1,-2,-10,20,
All Comers 2022,2,,,,Nakayama,2200,seven,,,,4,,1,3,4,,,,,,,-1,-2,-10,20,
All Comers 2022,2,,,,Nakayama,2200,seven,,,,5,,1,5,5,,,1,,,,1,,2,15,
All Comers 2022,2,,,,Nakayama,2200,eight,,,,5,,1,9,7,,,,,,,,1,-3,16,
All Comers 2022,2,,,,Nakayama,2200,eight,,,,5,,1,14,2,,,1,,,,,,4,81,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,one,,,,3,,1,1,1,,,,,,,4,2,2,4,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,one,,,1,3,,1,1,1,,,1,,,,4,3,,15,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,two,,,,3,,1,4,3,,,1,,,,4,2,2,11,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,two,,,,3,,1,1,2,1,,1,,,,5,,,25,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,three,,,,3,,1,2,1,,,1,,,,2,-1,2,16,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,three,,1,1,3,,1,6,3,,,1,,,,4,2,2,5,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,four,1,1,1,3,,1,9,10,1,,1,,,,-1,-1,-2,16,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,four,,,,3,,1,3,1,,,1,,,,4,,4,3,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,five,,,,3,,1,3,2,,,1,,,,-1,1,4,11,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,five,,,,3,,1,5,1,1,,1,,,,,,-2,20,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,six,,,,3,,1,1,1,,,,,,,4,2,2,13,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,six,,,,3,,1,1,1,,,1,,,,4,2,4,7,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,seven,,,,3,,1,10,17,1,,1,,,,-1,-1,-2,16,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,seven,,,,3,,1,5,5,1,,,,,,-1,-1,-2,16,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,eight,,,,3,,1,6,3,,,1,,,,4,2,4,9,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,eight,,,,3,,1,12,13,1,,,,,,-1,-1,-2,16,
Kobe Shimbun Hai 2022,2,3,,,Chukyo,2200,eight,,,,3,,1,1,1,1,,1,,,,5,,-4,10,
Sprinters Stakes 2021,1,,,,Nakayama,1200,one,,,1,6,,1,5,1,,,1,,,,3,,-2,13,
Sprinters Stakes 2021,1,,,,Nakayama,1200,one,,,,5,,1,10,2,,,,,,,2,1,,4,
Sprinters Stakes 2021,1,,,,Nakayama,1200,two,,,,7,,1,8,14,,,,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,two,1,1,1,3,,1,2,2,,,,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,three,,,,5,,1,2,4,,,,,,,2,2,,5,
Sprinters Stakes 2021,1,,,,Nakayama,1200,three,,,,3,1,,7,1,,,1,,,,2,1,,4,
Sprinters Stakes 2021,1,,,,Nakayama,1200,four,,,,4,,1,7,7,,,1,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,four,,,,4,,,1,5,,,,,,,2,1,,15,
Sprinters Stakes 2021,1,,,,Nakayama,1200,five,,,,5,,1,3,4,,,,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,five,,,,5,1,,2,7,,,,,,,2,,,4,
Sprinters Stakes 2021,1,,,,Nakayama,1200,six,,,,6,,1,4,6,,,,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,six,,1,1,4,1,,1,1,,,,,,,1,1,,2,
Sprinters Stakes 2021,1,,,,Nakayama,1200,seven,,,,5,1,,14,3,,,1,,,,2,-0.5,,5,
Sprinters Stakes 2021,1,,,,Nakayama,1200,seven,,,,6,,1,6,6,,,1,,,,,,,22,1
Sprinters Stakes 2021,1,,,,Nakayama,1200,eight,,,,5,,1,13,6,,,1,,,,2,1,,4,
Sprinters Stakes 2021,1,,,,Nakayama,1200,eight,,,,6,1,,3,2,,,,,1,,2,-1.5,,5,
Sprinters Stakes 2020,1,,,,Nakayama,1200,one,,,,7,1,,13,4,,,,,,,2,-1,,5,
Sprinters Stakes 2020,1,,,,Nakayama,1200,one,,,,5,1,,2,1,,,,,,,2,-1.5,,5,
Sprinters Stakes 2020,1,,,,Nakayama,1200,two,,1,1,5,,1,1,1,,,1,,,,1,,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,two,,,,7,,1,13,17,,,1,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,three,,,,6,1,,2,12,,,,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,three,,,,5,,1,2,2,,,,,,,2,,,4,
Sprinters Stakes 2020,1,,,,Nakayama,1200,four,,,,5,,1,3,2,,,1,,,,1,,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,four,,,,6,,1,7,6,,,,,,,2,1,,4,
Sprinters Stakes 2020,1,,,,Nakayama,1200,five,,,,5,,1,15,1,,,1,,,,2,-1,,4,
Sprinters Stakes 2020,1,,,,Nakayama,1200,five,1,1,1,4,1,,1,3,,,1,,,,,-1,-4,16,
Sprinters Stakes 2020,1,,,,Nakayama,1200,six,,,,5,1,,16,11,,,,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,six,,,,3,,1,5,3,,,,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,seven,,,,6,,1,1,8,,,1,,,,2,,,5,
Sprinters Stakes 2020,1,,,,Nakayama,1200,seven,,,,4,1,,1,5,,,1,,,,2,1,,4,
Sprinters Stakes 2020,1,,,,Nakayama,1200,eight,,,,4,,1,7,6,,,1,,,,1,1,,2,
Sprinters Stakes 2020,1,,,,Nakayama,1200,eight,,,1,4,1,,3,10,,,1,,,,2,-0.5,,5,
Sprinters Stakes 2019,1,,,,Nakayama,1200,one,,,,7,,1,6,6,,,,,,,2,-0.5,,5,
Sprinters Stakes 2019,1,,,,Nakayama,1200,one,,,1,4,,1,1,1,,,,,,,2,,,4,
Sprinters Stakes 2019,1,,,,Nakayama,1200,two,,,,6,,1,6,5,,,,,,,2,-1,,4,
Sprinters Stakes 2019,1,,,,Nakayama,1200,two,,,,5,1,,3,3,,,1,,,,2,1,,4,
Sprinters Stakes 2019,1,,,,Nakayama,1200,three,,,,7,1,,10,13,,1,,,,,,,-4,19,
Sprinters Stakes 2019,1,,,,Nakayama,1200,three,,,,3,1,,18,15,1,1,1,,,,,-2,-12,18,
Sprinters Stakes 2019,1,,,,Nakayama,1200,four,,1,1,4,1,,4,2,,,,,,,2,,,5,
Sprinters Stakes 2019,1,,,,Nakayama,1200,four,1,1,1,4,,1,1,1,,,,,,,1,,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,five,,,,3,1,,2,3,,,1,,,,2,1,,5,
Sprinters Stakes 2019,1,,,,Nakayama,1200,five,,,,4,1,,11,9,,,1,,,,1,1,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,six,,,,7,,1,14,9,,,1,,1,,2,1,-5,6,
Sprinters Stakes 2019,1,,,,Nakayama,1200,six,,,,6,1,,6,4,,,1,,,,1,1,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,seven,,,,4,,1,8,2,,,,,,,1,-1,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,seven,,,,3,,1,10,8,,,1,,,,2,1,,4,
Sprinters Stakes 2019,1,,,,Nakayama,1200,eight,,,,3,1,,3,3,,,,,,,1,1,,2,
Sprinters Stakes 2019,1,,,,Nakayama,1200,eight,,,,3,,1,2,7,,,1,,,,1,1,,2,
Sprinters Stakes 2018,1,,,,Nakayama,1200,one,,,1,7,,1,5,9,,,1,,,,1,1,,2,
Sprinters Stakes 2018,1,,,,Nakayama,1200,one,,,,7,,1,14,8,,,,,,,2,1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,two,,,,5,1,,1,1,,,1,,,,4,,-2,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,two,,,,10,,1,12,12,,,1,,,,2,-1,,12,
Sprinters Stakes 2018,1,,,,Nakayama,1200,three,,,,6,,1,1,6,,,1,,,,2,1,,5,
Sprinters Stakes 2018,1,,,,Nakayama,1200,three,,,,5,1,,2,4,,,,,,,2,,,5,
Sprinters Stakes 2018,1,,,,Nakayama,1200,four,,,,6,,1,4,5,,,1,,,,2,1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,four,1,1,1,5,,1,1,1,,,,,,,1,-1,,2,
Sprinters Stakes 2018,1,,,,Nakayama,1200,five,,1,1,3,1,,2,2,,,1,,,,1,1,,2,
Sprinters Stakes 2018,1,,,,Nakayama,1200,five,,,,6,1,,5,2,,,,,,,2,,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,six,,,,5,,1,1,3,,,,,,,2,,,14,
Sprinters Stakes 2018,1,,,,Nakayama,1200,six,,,,5,1,,1,1,,,,,,,2,1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,seven,,,,8,,1,11,13,,,,,,,2,1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,eight,,,,5,,,9,3,,,,,,,2,-1,,4,
Sprinters Stakes 2018,1,,,,Nakayama,1200,eight,,,,7,,1,9,8,,,1,,,,,-1,-4,16,
Queen Stakes 2022,3,,1,,Sapporo,1800,one,1,1,1,5,1,,13,8,,1,1,,,,-2,1,2,10,
Queen Stakes 2022,3,,1,,Sapporo,1800,two,,,1,6,1,,4,18,,1,,,,,-2,,2,10,
Queen Stakes 2022,3,,1,,Sapporo,1800,three,,,,5,1,,1,4,,,1,,,,2,1,,3,
Queen Stakes 2022,3,,1,,Sapporo,1800,three,,1,1,6,1,,4,2,,,1,,,,3,,-2,4,
Queen Stakes 2022,3,,1,,Sapporo,1800,four,,,,5,1,,17,11,,1,1,,,,-2,2,2,10,
Queen Stakes 2022,3,,1,,Sapporo,1800,four,,,,5,1,,18,10,,1,,,,,-2,1,2,10,
Queen Stakes 2022,3,,1,,Sapporo,1800,five,,,,5,1,,11,10,,,1,,,,,1,6,6,
Queen Stakes 2022,3,,1,,Sapporo,1800,five,,,,5,1,,13,12,,1,1,,,,,2,-2,5,
Queen Stakes 2022,3,,1,,Sapporo,1800,six,,,,6,1,,12,8,,,1,,,,,1,-2,1,
Queen Stakes 2022,3,,1,,Sapporo,1800,six,,,,3,1,,13,7,1,1,,,,,2,-3,-6,9,
Queen Stakes 2022,3,,1,,Sapporo,1800,seven,,,,4,1,,6,5,,,1,,,,2,3,,9,
Queen Stakes 2022,3,,1,,Sapporo,1800,seven,,,,5,1,,7,5,,1,1,,,,,,-2,5,
Queen Stakes 2022,3,,1,,Sapporo,1800,eight,,,,5,1,,1,8,,,1,,,,3,,-2,2,
Queen Stakes 2022,3,,1,,Sapporo,1800,eight,,,,5,1,,6,15,,1,,,,,,2,-2,5,
Ibis Summer Dash 2022,3,,,,Niigata,1000,one,,,,7,,1,5,13,,,1,,,,1,1,-2,15,
Ibis Summer Dash 2022,3,,,,Niigata,1000,one,,,,10,,1,16,16,,,1,,,,2,-1,-2,1,
Ibis Summer Dash 2022,3,,,,Niigata,1000,two,,,,4,1,,6,5,,,1,,,,2,-1,,9,
Ibis Summer Dash 2022,3,,,,Niigata,1000,two,,,,4,1,,7,6,,,1,,,,,2,-2,3,
Ibis Summer Dash 2022,3,,,,Niigata,1000,three,,,1,5,,1,6,8,,,1,,,,,2,-2,3,
Ibis Summer Dash 2022,3,,,,Niigata,1000,three,,,,6,1,,1,2,,,,,,,2,1,,9,
Ibis Summer Dash 2022,3,,,,Niigata,1000,four,,,,6,1,,15,13,,,1,,,,1,3,-4,4,
Ibis Summer Dash 2022,3,,,,Niigata,1000,four,,,,4,1,,1,3,,,1,,,,3,-1,-2,5,
Ibis Summer Dash 2022,3,,,,Niigata,1000,five,,,,6,,1,13,13,,,1,,1,,2,,-4,33,
Ibis Summer Dash 2022,3,,,,Niigata,1000,five,,,,5,1,,8,1,,,,,,,2,1,,9,
Ibis Summer Dash 2022,3,,,,Niigata,1000,six,,,,5,1,,1,1,,,1,,,,3,1,-2,49,
Ibis Summer Dash 2022,3,,,,Niigata,1000,six,,,,5,1,,1,2,,,,,,,3,-1,,11,
Ibis Summer Dash 2022,3,,,,Niigata,1000,seven,,,,5,,1,7,2,,,1,,,,,,-2,6,
Ibis Summer Dash 2022,3,,,,Niigata,1000,seven,,,,5,,1,11,6,,,1,,1,,2,,-2,7,
Ibis Summer Dash 2022,3,,,,Niigata,1000,seven,,,,5,1,,15,12,,,,,,,1,-1,-6,5,
Ibis Summer Dash 2022,3,,,,Niigata,1000,eight,1,1,1,7,1,,4,6,,,,,,,2,1,,9,
Ibis Summer Dash 2022,3,,,,Niigata,1000,eight,,1,1,5,1,,3,9,,,,,,,2,2,,9,
Ibis Summer Dash 2022,3,,,,Niigata,1000,eight,,,,5,1,,16,9,,,,,,,,,-2,3,
Chukyo Kinen 2022,3,,,,Kokura,1800,one,,,,10,,1,4,14,,,1,,,,1,,2,12,
Chukyo Kinen 2022,3,,,,Kokura,1800,one,,,,5,1,,10,14,,1,,,,,2,-1,2,9,
Chukyo Kinen 2022,3,,,,Kokura,1800,two,,,,5,,1,9,11,,,1,,,,,,,5,
Chukyo Kinen 2022,3,,,,Kokura,1800,two,,,,7,,1,2,6,,,,,,,-1,-1,-2,9,
Chukyo Kinen 2022,3,,,,Kokura,1800,three,,,,6,,1,2,6,,,,,,,-1,-1,2,4,
Chukyo Kinen 2022,3,,,,Kokura,1800,three,,,,6,,1,11,14,,,1,,,,-1,-2,2,4,
Chukyo Kinen 2022,3,,,,Kokura,1800,four,,,,7,,,14,11,,,1,,,,-1,-2,2,4,
Chukyo Kinen 2022,3,,,,Kokura,1800,four,,,,5,,1,7,4,,,1,,,,,,-2,1,
Chukyo Kinen 2022,3,,,,Kokura,1800,five,,,,5,,,3,8,,,,,,,2,,,8,
Chukyo Kinen 2022,3,,,,Kokura,1800,five,,,,4,1,,7,5,,,,,,,1,-2,2,4,
Chukyo Kinen 2022,3,,,,Kokura,1800,six,,1,1,6,,1,18,18,,,1,,,,-2,-1,2,6,
Chukyo Kinen 2022,3,,,,Kokura,1800,six,,,,4,,1,6,3,,,1,,,,1,-2,2,4,
Chukyo Kinen 2022,3,,,,Kokura,1800,seven,,,,8,,1,8,9,,,1,,1,,,0.5,-1,8,
Chukyo Kinen 2022,3,,,,Kokura,1800,seven,1,1,1,5,,1,2,4,,,,,,,1,-1,2,10,
Chukyo Kinen 2022,3,,,,Kokura,1800,eight,,,1,5,,1,3,4,,,,,,,-1,,2,12,
Chukyo Kinen 2022,3,,,,Kokura,1800,eight,,,,9,,1,13,16,,,1,,,,,-1,6,2,
Hakodate Kinen 2022,3,,,,Hakodate,2000,one,1,1,1,6,,1,15,11,,,1,,,,-2,-1,-12,10,
Hakodate Kinen 2022,3,,,,Hakodate,2000,one,,,,7,,1,11,11,,,,,,,2,-5,2,1,
Hakodate Kinen 2022,3,,,,Hakodate,2000,two,,,,6,1,,8,9,,1,1,,,,,,2,11,
Hakodate Kinen 2022,3,,,,Hakodate,2000,two,,,,7,,1,10,9,,,,,,,2,-5,2,1,
Hakodate Kinen 2022,3,,,,Hakodate,2000,three,,1,1,6,,1,2,6,,,,,,,-1,,-5,6,
Hakodate Kinen 2022,3,,,,Hakodate,2000,three,,,,5,,1,1,6,,,,,,,3,-3,2,8,
Hakodate Kinen 2022,3,,,,Hakodate,2000,four,,,,6,,1,10,10,,,1,,,,,,,9,
Hakodate Kinen 2022,3,,,,Hakodate,2000,four,,,1,6,,1,6,15,,,,,,,-2,-2,,14,
Hakodate Kinen 2022,3,,,,Hakodate,2000,five,,,,5,,1,5,2,,,1,,,,1,-1,,8,
Hakodate Kinen 2022,3,,,,Hakodate,2000,five,,,,8,,1,4,3,,,1,,,,2,-1,2,1,
Hakodate Kinen 2022,3,,,,Hakodate,2000,six,,,,5,,1,16,6,,,,,,,1,,,12,
Hakodate Kinen 2022,3,,,,Hakodate,2000,six,,,,7,,1,3,3,,,1,,,,,1.5,,5,
Hakodate Kinen 2022,3,,,,Hakodate,2000,seven,,,,7,,1,10,17,,,1,,,,-2,-1,-2,2,
Hakodate Kinen 2022,3,,,,Hakodate,2000,seven,,,,8,,1,3,10,,,,,,,2,-1,2,1,
Hakodate Kinen 2022,3,,,,Hakodate,2000,eight,,,,6,,1,10,10,,,,,,,,-1,,5,
Hakodate Kinen 2022,3,,,,Hakodate,2000,eight,,,,6,,,6,8,,,1,,,,2,-3,2,1,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,one,,,,2,1,,1,8,1,,,,,,-3,,-2,4,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,two,,,1,2,,1,1,1,1,,,,1,,-3,,2,3,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,three,,1,1,2,,1,1,2,1,,,,,,-3,,,4,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,four,,,,2,,1,3,2,1,,,,,,-3,,,2,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,four,,,,2,,1,1,1,1,,,,,,-3,,,3,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,five,,,,2,,1,1,1,1,,,,1,,-3,,2,1,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,five,,,,2,,1,1,2,1,,1,,,,-3,,,1,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,six,,,,2,1,,1,2,1,1,,,,,-3,,,1,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,six,,,,2,1,,1,2,1,1,,,,,-3,,,3,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,seven,,,,2,,1,1,2,1,,1,,,,-3,,,2,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,seven,,,,2,1,,1,4,1,,1,,,,-3,,2,4,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,eight,1,1,1,2,1,,1,4,1,,,,,,-3,,,1,
Hakodate Nisai Stakes 2022,3,2,,,Hakodate,1200,eight,,,,2,,1,1,2,1,,1,,,,-3,,,,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,7,,1,10,5,,,1,,,,,,3,22,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,8,,1,6,7,,,1,,,,-2,1,1,8,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,7,,1,15,2,,,1,,,,2,-2,-4,54,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,5,,1,10,5,,,1,,,,2,-1,-4,2,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,6,,1,3,8,,,1,,,,2,-3,1,4,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,5,,,9,11,,,1,,,,2,,-4,2,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,7,,1,6,1,,,1,,,,2,-2,-4,2,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,8,,1,7,3,,,,,,,2,-1,,9,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,1,7,,1,2,9,,,1,,,,2,-1,-4,2,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,1,1,8,,1,15,14,,,1,,,,,,-2,6,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,6,,1,12,13,,,,,,,2,1,-1,3,
Procyon Stakes 2022,3,,,1,Kokura,1700,,1,1,1,6,,1,3,6,,,1,,,,2,,-4,2,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,6,,1,2,7,,,1,1,,,-2,-2,-5,53,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,5,,1,6,2,,,1,,,,-1,2,-7,15,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,4,,1,1,1,,,1,,,,2,-1,1,8,
Procyon Stakes 2022,3,,,1,Kokura,1700,,,,,4,,1,1,5,,,,,,,2,-2,,9,
Tanabata Sho 2022,3,,,,Fukushima,2000,one,,,,6,,1,8,3,,,1,,,,1,-2,-6,47,
Tanabata Sho 2022,3,,,,Fukushima,2000,one,,,,6,1,,16,10,,1,1,,,,,-1,2,10,
Tanabata Sho 2022,3,,,,Fukushima,2000,two,,,,6,,,15,14,,,,,,,-2,-1,,13,
Tanabata Sho 2022,3,,,,Fukushima,2000,two,,,,5,1,,11,12,,1,1,,,,,-2,2,10,
Tanabata Sho 2022,3,,,,Fukushima,2000,three,,,,9,,1,13,15,,,1,,,,,,,8,
Tanabata Sho 2022,3,,,,Fukushima,2000,three,,1,1,5,,1,4,5,,,,,,,-2,-1,-12,9,
Tanabata Sho 2022,3,,,,Fukushima,2000,four,,,,4,,1,13,12,,,1,,,,-2,-0.5,,13,
Tanabata Sho 2022,3,,,,Fukushima,2000,four,,,,6,,,2,12,,,1,,,,,1,4,13,
Tanabata Sho 2022,3,,,,Fukushima,2000,five,,,,6,,1,7,6,,,1,,,,,1,,4,
Tanabata Sho 2022,3,,,,Fukushima,2000,five,,,,4,1,,4,6,,,,,,,3,-5,2,15,
Tanabata Sho 2022,3,,,,Fukushima,2000,six,,,,5,,1,1,5,,,,,,,1,1.5,,11,
Tanabata Sho 2022,3,,,,Fukushima,2000,six,,,1,5,,1,16,14,,,1,,,,-1,,-5,5,
Tanabata Sho 2022,3,,,,Fukushima,2000,seven,,,,5,,1,8,13,,,1,,,,-1,,-5,5,
Tanabata Sho 2022,3,,,,Fukushima,2000,seven,,,,6,,1,11,9,,,,,,,,-0.5,2,3,
Tanabata Sho 2022,3,,,,Fukushima,2000,eight,,,,6,,1,4,4,,,1,,,,2,-1,,21,
Tanabata Sho 2022,3,,,,Fukushima,2000,eight,1,1,1,5,,1,7,11,,,1,,,,-1,-2,-2,20,
CBC Sho 2022,3,,,,Kokura,1200,one,,,,9,,1,17,17,,,1,,,,1,,2,4,
CBC Sho 2022,3,,,,Kokura,1200,one,,,1,3,1,,1,1,,,1,,,,3,-3,2,3,
CBC Sho 2022,3,,,,Kokura,1200,two,,,,5,1,,16,13,,,1,1,,,2,-1,,8,
CBC Sho 2022,3,,,,Kokura,1200,two,,,,5,1,,16,13,,,1,1,,,3,-4,,2,
CBC Sho 2022,3,,,,Kokura,1200,three,1,1,1,3,1,,1,2,,,1,,,,3,-4,,1,
CBC Sho 2022,3,,,,Kokura,1200,three,,,,6,1,,12,18,,,1,,,,1,,2,4,
CBC Sho 2022,3,,,,Kokura,1200,four,,,,6,,,13,16,,,,1,,,2,-4,2,,
CBC Sho 2022,3,,,,Kokura,1200,four,,1,1,5,,1,2,2,,,1,,,,1,,,11,
CBC Sho 2022,3,,,,Kokura,1200,five,,,,5,,1,2,10,,,1,,,,2,,-2,5,
CBC Sho 2022,3,,,,Kokura,1200,five,,,,5,,1,11,8,,,,,,,1,,2,32,
CBC Sho 2022,3,,,,Kokura,1200,six,,,,6,,1,1,5,,,1,,,,3,-3,,8,
CBC Sho 2022,3,,,,Kokura,1200,six,,,,5,1,,5,1,,,,,,,1,,2,4,
CBC Sho 2022,3,,,,Kokura,1200,seven,,,,4,,1,16,6,,,1,1,,,1,-2,,10,
CBC Sho 2022,3,,,,Kokura,1200,seven,,,,5,1,,15,10,,,1,1,,,3,-3,0.5,10,
CBC Sho 2022,3,,,,Kokura,1200,eight,,,,4,1,,10,7,,,1,,,,2,,2,5,
CBC Sho 2022,3,,,,Kokura,1200,eight,,,,7,1,,14,13,,,1,,,,2,,2,5,
CBC Sho 2022,3,,,,Kokura,1200,eight,,,,6,,1,9,16,,,1,,,,-2,-1,2,13,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,one,,,1,3,,1,17,11,1,,,,,,-2,-2,-2,10,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,two,,,,3,,1,1,1,,,1,,,,3,-1,4,2,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,three,1,1,1,3,,1,1,5,,,,,,,1,-1,-2,4,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,four,,,,3,,1,12,8,1,,,,,,-1,-4,-6,8,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,four,,,,3,1,,13,15,1,1,1,,,,-2,-2,2,11,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,five,,,,3,,1,14,12,1,,,,,,-2,-2,-2,10,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,five,,1,1,3,,1,11,5,1,,,,,,1,-3,-2,7,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,six,,,,3,1,,1,9,1,,1,,,,3,-3,2,7,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,six,,,,3,,1,2,9,,,1,,,,,,,13,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,seven,,,,3,,1,8,6,1,,1,,,,3,-4,-2,10,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,seven,,,,3,1,,17,7,1,,1,,,,-2,-1,2,7,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,eight,,,,3,,1,5,3,1,,1,,,,1,-2,-2,7,
Radio NIKKEI Sho 2022,3,3,,,Fukushima,1800,eight,,,,3,,1,1,1,1,,1,,,,3,-2,2,12,
Sirius Stakes 2022,3,,,1,Chukyo,1900,one,,,,6,,1,10,16,,,1,,,,,-3,,18,
